TRRROCT128F4230230,Allegretto [Sonata No. 9 E major op. 14/1] (Ludwig van Beethoven),Ludwig van Beethoven: The Piano Sonatas_ Volume 3,András Schiff,classical,classical,0,0
TRRRHVN128F429E83C,It Ain't Necessarily So,American Songbook - Gershwin,Brazilian Tropical Orchestra,bossa nova,,0,0
TRRRDVU128F9302BEB,Me Enamora,La Vida Es Un Ratico En Vivo,Juanes,rock,español,2007,0
TRRRXOJ12903CC2D78,To Young To Die_ Too Drunk To Live,Live in Tokyo,Alcatrazz,heavy metal,,0,0
TRRRXSR128F4269FA5,The Sun Whose Rays Are All Ablaze from The Mikado,Topsy-Turvy Original Motion Picture Soundtrack,Carl Davis;Shirley Henderson,chicago soul,,0,0
TRRREEC128F9336C97,Unreachable Destiny,Unreachable Destiny,DJ Markitos,trance,,2005,0
TRRREUJ128F9332B39,Free To Decide,Bualadh Bos: The Cranberries Live,The Cranberries,celtic rock,alternative rock,1995,0
TRRREEO128F933C62F,Sustain,The Hope That Lies In You,The Glorious Unseen,ccm,,2009,0
TRRRERM128F429B7A0,Summer Night City,The Real Abba Gold,Janus,dark wave,,0,0
TRRRKJI128F1456D1B,Punk Rawk Show (Teenage Politics Album Version),Teenage Politics,MxPx,christian rock,punk rock,1995,0
TRRRLMG128F427B108,Still Not Over You (Getting Over Me),Soul Speak,Michael McDonald,ballad,,0,0
TRRRLPV128F426BFF3,I Hope You Dance (with Sons Of The Desert),Something Worth Leaving Behind / I Hope You Dance,Lee Ann Womack / Sons Of The Desert,country,country,0,0
TRRRYBV128E0793857,Good Lovin',Another Level,Blackstreet,new jack swing,hip hop rnb and dance hall,1996,0
TRRRYTY12903D07280,Daisy(LP Version),Tiny Music...Songs From The Vatican Gift Shop,Stone Temple Pilots,grunge,,0,0
TRRRYOS128F425D001,Imagine,20th Century Hits,Studio 99 + Guests,,,0,0
TRRRPIR128F93421FA,Bring Me Edelweiss,Bring Me Edelweiss,Edelweiss,eurodance,electronic,1988,0
TRRRWZQ128F42819A0,Elää sain kesän vain,Täydet 100,Kari Tapio,german pop,finnish,0,0
TRRRWOC128F42671E3,Volare (Nel blu di pinto Di blu),Greatest Hits,Gipsy Kings,flamenco,classic pop and rock,1998,0
TRRURXH128F146CB45,Total midi,Verdure/ Total midi,Paul Nazca,tech house,,0,0
TRRUUQJ128F1473ADF,Home [Remix],Everything,Michael Bublé,vocal jazz,big band,2007,0
TRRUUIS128E078D76F,Have You Ever (Radio Edit),The Best Of Brandy,Brandy,soundtrack,rnb,2005,0
TRRUUHV128F4298B1B,Carry On (New Radio Version),Carry On,Ben's Brother,british pop,pop and chart,0,0
TRRUUCY128F92C97E1,When I Fall In Love,Playlist: The Very Best Of Rick Astley,Rick Astley,dance pop,uk,1987,0
TRRUUCY128F145BFF0,If This Is It,Sports,Huey Lewis & The News,pop rock,classic pop and rock,1983,0
TRRUIKN128E078218F,Climbing Up The Walls,OK Computer,Radiohead,british pop,rock,1997,0
TRRUIZR128F92FFA5B,Here Comes the Sun (Live),Live at the Alte Oper Frankfurt,The Beatles Revival Band,oldies,,0,0
TRRUNLW128F428E56D,Danny Boy,The Rare Oul' Stuff,Shane MacGowan And The Popes,folk rock,,0,0
TRRUNJZ128EF362D67,Mi Plegaria,Te Conquistare,Jose Julian,mariachi,,0,0
TRRUNLM128F931C29F,Castle On A Cloud,Les Miserables - Highlights,Judy Kuhn / Robert Billig,chill-out,,0,0
TRRUNUA128F42912D2,Divinity,Tuonela,Amorphis,progressive metal,finnish,1999,0
TRRUGUW12903CC36E5,Ohrbassmus,Ohrbassmus,Akustikrausch,electro,,2010,0
TRRUGPP12903CCEB48,Rosi (Männer Sind So Schwach) (Remastered),Ja Ja,Westernhagen (WEA),pop rock,german,0,0
TRRUZUJ12903CD201F,Wo Hai Shi Ni De,The Golden Age,Leo Ku,cantonese pop,cantonese,0,0
TRRUZSJ128F93212E9,Mamboleo,Latin Party,Contour,jungle music,,0,0
TRRUTPF128F146C9F1,Colours,Grand Parade,The Frank And Walters,pop rock,classic pop and rock,1997,0
TRRUSCL128F930DC72,J'Me Sens Mieux Quand J'Me Sens Mal,Rio Grande,Eddy Mitchell,chanson,french,1993,0
TRRUSSW128F931AD36,Played-A-Live (The Bongo Song),Total Workout Gym Cycle 116BPM - 136BPM - 125BPM - 140BPM - 108BPM IDEAL FOR EXERCISE BIKES_ SPINNING AND INDOOR CYCLING,Safri Duo,hard trance,,2001,0
TRRUSQY128F429B28A,Peaceful Journeys,Ocean Secrets - Healing,Current,tech house,,0,0
TRRUAOM12903CE474C,The Continuing Story of Bungalow Bill,The Beatles (Deluxe Edition),Dwight Twilley,power pop,,0,0
TRRUAYW128EF357F83,First Point of Aries,Scattered Areas of Invisibility,Witchcraft,stoner metal,,1999,0
TRRUFKT128F92CEB13,Daffodils (Album Version),Luna,The Aliens,chill-out,uk,2008,0
TRRUFJI128F4263BEC,From The Beginning,Dysfunctional,Dokken,heavy metal,,1995,0
TRRUONA128F9303C68,Spotless Mind (Album Version),The Chronicles Of TK [Japanese Edition],Tynisha Keli,r&b,,0,0
TRRUHQZ128F424EF19,Primitive,Overpowered,Róisín Murphy,dance pop,irish,2007,0
TRRUHFX128F92E7C82,bluetime,balance,frank bretschneider & taylor deupree,techno,,2002,0
TRRUHJT128F93491BB,Its Only Make Believe,From The Grave Volume3,Conway Twitty,country,,2000,0
TRRUHOZ128F92EC575,Since You've Been Gone,AWOL in Hollywood,Alcatrazz,heavy metal,,1984,0
TRRUHQN128E0781A4F,I've Been Let Down,Among My Swan,Mazzy Star,dream pop,rock and indie,1996,0
TRRUMDE128F93168CF,Let's Dance,The Boat That Rocked,David Bowie,dancehall,soul and reggae,0,0
TRRUMAK128F933DAD0,Spooky,Cool Ghoul's Halloween Party Mix,Classics IV featuring Dennis Yost,pop rock,,1968,0
TRRUMWD128F427358D,There Is A Party Extended Version Instrumental,DJ Bobo Instrumentals Part 8,DJ Bobo,europop,,0,0
TRRUMXL128F92FDA9B,Lucky [feat. Ximena Sariñana],Lucky [feat. Ximena Sariñana],Jason Mraz featuring Ximena,alternative rock,pop rock,0,0
TRRUJRA128E07937D6,One Song Glory,Rent,"Original Broadway Cast ""Rent",show tunes,,0,0
TRRUJTD128F14555A1,Dream Weaver Re-Record (Ep),The Motion Of Hidden Fire,Gary Wright,soft rock,,0,0
TRRUJXL128F428E6ED,Give Me Back My Heart,Heart Skips Beat,Jona Lewie,pop rock,classic pop and rock,0,0
TRRUCQM128F93159C2,The Rooster,The Rooster,Hatiras,tech house,toronto,0,0
TRRUCDI128E078A909,Non Ti Passa Più,La Dura Legge Del Gol,883,europop,italian,1998,0
TRRUDMU128F427A22B,Pomp And Circumstance March No 4 In G Major Op 39,Rule Britannia!,Sir Charles Groves/ Royal Liverpool PH,,,0,0
TRRUDYP128F426013C,Pray For Your Future (Original Analogic Mix),Tuning Mania Vol.01,Analogic Disturbance,hardstyle,,0,0
TRRUVKX128F1456608,Twisted (Sushi Dub),Twisted,Dreamcatcher,progressive house,,0,0
TRRUQMX128F4236257,Sicilienne,Classics for the Heart,Fauré,classical,french,1978,0
TRRUQSZ128F424E9B1,Explode,The Hit Factory,The Hit Factory,free music,,0,0
TRRUXKO12903D05745,Microstrip,Wasp Cocktail,Tom Dazing,tech house,,0,0
TRRUXNM128EF34C551,Blue Venus,Downtown - Journey Of A Heart,John Waite,soft rock,classic pop and rock,2007,0
TRRUXAH128E078FECB,Hello,Ultimate Collection (Back To Front),Lionel Richie,quiet storm,soul and reggae,1983,0
TRRUECX12903D10A40,Symphonie Nr. 9 E-Moll op. 95 - III. Scherzo: Molto vivace,Anton Dvorak: Aus der neuen Welt,Slovak Philharmonic Orchestra_ Libor Pesek,religious music,czech,0,0
TRRUEPL128F4242528,Love Me In Black - Album Version,Love Me In Black,Doro Pesch,europop,,0,0
TRRUEHD12903CB3EC4,Frogs Legs Rag,Ragtime Piano Roll: Volume 3,James Scott,ragtime,,0,0
TRRUBZB128E078B30B,If,Best Of Bread,Bread,soft rock,classic pop and rock,1971,0
TRRUBCD128F1484D41,Big Big World,True 90s (3 CD Set),Emilia,europop,swedish,0,0
TRRUBZR128F1484D35,(Mucho Mambo) Sway,True 90s (3 CD Set),Shaft,uk garage,,0,0
TRRUKPM128F42663B3,Surrender,At Budokan,Cheap Trick,power pop,classic pop and rock,1978,0
TRRUKKB12903CFEF49,Set You Free (Bahamut) [The Clubbers'Crew Mix],Set You Free (Bahamut),Luigi Lusini,progressive house,,0,0
TRRUKQW128F92DD945,La Porta Dei Sogni,Miss Mondo [Remastered Version],Ligabue,pop rock,verona,1999,0
TRRULIV128F14A1093,Tears Dont Lie 2002 (Original Short Mix),Tears Don't Lie 2002,Mark 'Oh,happy hardcore,,0,0
TRRULFQ128F429A6BA,Kiss and Say Goodbye (Album Version),Joan Osborne - Breakfast in Bed,Joan Osborne,folk rock,folk,0,0
TRRULOY128F4273A39,Givin' All My Love,Givin' All My Love - Single,Whigfield,europop,european,1997,0
TRRULSG128F931C5A1,Tanta Ciudad,Vértigo,La Ley,pop rock,,1998,0
TRRUYYB128F4283CF8,Maria (2000 Digital Remaster),Spanish Guitar Virtuoso - Volume 1,Angel Romero,tech house,,0,0
TRRUWWN128F931FBEB,3. Allegro,Ultimate Baroque,Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm,classical,,0,0
TRRIRMX128F92E6272,Locked Up,Ultimate R&B,Akon,hip hop,hip hop rnb and dance hall,2004,0
TRRIRNW128F4270604,Moon Threading,Restful Moments,Vivian Khor,meditation,,0,0
TRRIRBA12903C96B3F,Etude In C Minor,Roger Williams Plays The Wonderful Music Of The Masters,Roger Williams,instrumental pop,,0,0
TRRIUKV128F423AAF5,Up The Spout,Juno - Music From The Motion Picture,Mateo Messina,folk rock,,2007,0
TRRIIEN128F92E0443,All By Myself,Last The Whole Night Long,James Last,orchestra,german,0,0
TRRIIUM128F92FDD12,Skip A Rope,Big Bad John,Jimmy Dean,classic country,,1968,0
TRRIGHM12903CEF8A5,Tic Tic Tac (feat. Josè Garcia),Los Del Mar,Los Del Mar,dance pop,pop and chart,0,0
TRRIZEQ128F423CC27,200 Du,Sally Yeh II_ 24K Mastersonic Compilation,Sally Yeh,soundtrack,classical,0,0
TRRIZJV128F92F3F44,La Bamba,La Bamba / Charlena [Digital 45],Los Lobos,roots rock,classic pop and rock,1987,0
TRRITEY128F9339346,The Entertainer,American Classics: Scott Joplin,Joshua Rifkin,ragtime,,0,0
TRRITXQ128F424F9A4,Wolken ziehen vorbei,Es wird Morgen,2raumwohnung,tech house,german,2004,0
TRRITKZ128F426DE6A,Gin Tonic,Grandes Exitos Vol. 2,Vilma Palma,cumbia,,1992,0
TRRISMZ128F428CD14,Classical Gas,The Spotnicks,The Spotnicks,instrumental rock,,1962,0
TRRISFW128F4243683,Catedral ( Catedral Song),Zélia Duncan,Zélia Duncan,brazilian pop music,,1994,0
TRRISDV128F42A72DA,Hysteria,Hysteria,Muse,art rock,,0,0
TRRIAOB128F425AC82,Skvelej napad,Spousta Andelu - Koncert,Aneta Langerova,soft rock,czech,0,0
TRRIFAP128F426FD0B,Jesus Laughing,Turn It Loose,Karen Peck And New River,country gospel,,1999,0
TRRIOEE128F425F80D,L.A. Project Dream Dance Mix,Run Away,Yana Kay,uk garage,latvian,2003,0
TRRIOOT128F428660A,Prefiro morrer,Sentimentos,Ágata,experimental rock,,0,0
TRRIOMP128F145F8CC,Now That The Magic Has Gone,Together,Lulu / Joe Cocker,british invasion,production music,0,0
TRRIHTD128F92DFF10,Joka kerta kun sä meet - Every Time You Go Away -,(MM) 36 Kuuta & Saturnuksen renkaat,Ressu Redford,chill-out,finnish,0,0
TRRIMIX128F92E63EC,Born To Hand Jive,Grease,Sha-Na-Na,doo-wop,,1978,0
TRRIMUI128F930658E,Remix Retales Celtic,Retales de una vida Remezclas - EP,Celtas Cortos,folk rock,,0,0
TRRIMRJ128F93231FF,Clumsy,Kidz Bop 14,Kidz Bop Kids,speed metal,,2008,0
TRRICMX128F428E027,Why Don't You Take Me,Love Inc.,Love Inc.;Simone Denny,hard trance,,0,0
TRRICCN12903CB4245,Comb 60s,Comb 60s,Benga,dubstep,soul and reggae,2006,0
TRRICMZ128F4247807,Moments Of Goodbye,Skyline Drive,Holiday With Maggie,power pop,,0,0
TRRIDPI128F934445C,Afterhours,Afterhours,A.M.R.,progressive trance,,0,0
TRRIDJK128F92FC9A9,Tell Me What To Do,Lovers,Hanna Pakarinen,pop rock,finnish,2007,0
TRRIVDC128F932CF85,Guilty Conscience,Curtain Call,Eminem / Dr. Dre,hip hop,hip-hop,1999,0
TRRIVPQ128F934069F,Donde Esta Mi Vida,Cero,Pablo Herrera,latin,,0,0
TRRIVDJ128F429B0E8,Wonderwall,Punk Goes 90s,Cartel,progressive rock,,0,0
TRRIQWN128F92CA520,Living In Danger (Single Edit),Singles Of The 90s,Ace of Base,dance pop,swedish,1994,0
TRRIXQQ128F4292F3C,Trouble In Paradise,Words,Sherrié Austin,country,,1997,0
TRRIXVH128F14756DF,Lady Love,The Very Best Of Lou Rawls,Lou Rawls,soul jazz,classic pop and rock,1977,0
TRRIEHA12903CBDE6F,Nur Liebe zählt,montana 04-09 Schlager & Volksmusik,Marco,jazz funk,,0,0
TRRIEKN12903CF7D35,Bad Company,In Concert: Merchants Of Cool,Bad Company,blues-rock,uk,1974,0
TRRIBEL128F92F33BD,One Toke Over The Line,I Love The 70's - 1971,Brewer & Shipley,country rock,,1970,0
TRRIBQF12903CE760A,Poor (Album Version),The Cricket's Orchestra,Meaghan Smith,chill-out,,2009,0
TRRIKFS128F42AB258,The Narrow Shell,Über die Jahre,Zadera,gothic rock,,2007,0
TRRILDK128F4283325,Taçsiz Kral,Banane,Demet Akalin,electronic,turkish,2004,0
TRRIYQT128F92E4001,Is It Cold,Is It Cold,tyDi,hard trance,australia,0,0
TRRIPRU128F426AEE8,Où Est Passée Ma Bohème (Quiereme Mucho),Julio,Julio Iglesias,ballad,spanish,1998,0
TRRIPEG128F42865FD,Duas histórias iguais,Sentimentos,Ágata,experimental rock,,0,0
TRRIPGZ128F9303E22,Everything (Epilogue),The Remix Edition - Episode ll,Safri Duo,hard trance,,0,0
TRRNRTP12903CAE283,Rainy Night In Georgia,A Tribute to the Legends,Sir Charles Jones,southern soul,,0,0
TRRNRAX128F9351DF9,Nessun dorma!,Classic Voices 2010,Russell Watson / The Metro Voices / Chamber Choir Of St. Catherine's_ Bramley_ Guildford / Royal Philharmonic Orchestra / William Hayward,downtempo,easy listening soundtracks and musicals,2000,0
TRRNUHX128F9305B95,Genius Of Love,Island Records Post Punk Box Set - Out Come The Freaks,Tom Tom Club,disco,classic pop and rock,1981,0
TRRNUPH12903C95CBE,Holy One (Key-Bb-Premiere Performance Plus w/ Background Vocals),Holy One (Premiere Performance Plus Track),Rush Of Fools,christian rock,,0,0
TRRNUMR128F4259FFE,Come Back And Stay,The Essential,Paul Young,pop rock,british,1983,0
TRRNIYN128F92E36D0,My Little Town,I Write The Songs,Ray Conniff,instrumental pop,,0,0
TRRNNKX12903CE6BE9,An Honest Mistake,Lifestyle2 - Dance Grooves Vol 1,The Bravery,indie rock,,2005,0
TRRNGIB128F4251FCE,This Could Be The Dawning of That Day,Live From Toronto,Bill & Gloria Gaither,country gospel,,0,0
TRRNZBN128F147CC7A,The Unforgiven II,Reload,Metallica,speed metal,metal,1997,0
TRRNTIN128F425DD4F,¿¿¿¿¿¿.,Dead Girls Don't Cry,Nekromantix,psychobilly,,2004,0
TRRNSKP128F931AFE8,Stuttgart,Stuttgart,Poonyk & Oxide,progressive trance,,0,0
TRRNSTB128F92D1CDE,Fant Frimann,Blodig Alvor Na Na Na Na Na,Dumdum Boys,pop rock,norwegian,1988,0
TRRNARX128F4264AEB,Hence_ Iris_ hence away,The Glories of Handel Opera,Marilyn Horne / The New Symphony Orchestra Of London / Richard Bonynge,opera,american,0,0
TRRNAUT12903CA128D,Air On The G String,The World Of Mantovani,Mantovani,instrumental pop,uk,0,0
TRRNOXX128F4268365,Unaccompanied Cello Suite No. 1 in G Major_ BWV 1007/Menuett,Bach: Unaccompanied Cello Suites,Yo-Yo Ma,progressive bluegrass,cello,0,0
TRRNJJS128F9301423,Play It Loud,Shokk EP,Deepforces,hard trance,,0,0
TRRNCWN128F934D61C,Times Like These,The Ultimate Gym Workout IDEAL FOR CARDIO & ELLIPTICAL MACHINES_ RUNNING_ GYM WORKOUT & GENERAL FITNESS,Albin Myers,progressive house,,0,0
TRRNCGE12903CD042D,Romanze_ Es-Dur_ op. 44,120 Romantic Classical Masterpieces,Budapest Strings,easy listening,,0,0
TRRNCJG12903CFD79A,You Go Girl,Jack It Up,Spragga Benz,dancehall,,0,0
TRRNDQO128F93521F5,One world,One world,Julien creance,progressive house,,0,0
TRRNDQT128F42691FC,I Don't Want To Be A Memory,Greatest Hits,Exile,country rock,,0,0
TRRNQYJ12903CCE135,I Can't Help Myself (Sugar Pie Honey Bunch),Shake Me_ Wake Me - A Tribute To Holland Dozier Holland,The Motorcity All Stars feat. Levi Stubbs,soft rock,,0,0
TRRNQJL128F427B344,"Sonata No. 2 in B Flat Minor ""Funeral March"": Marche funebre",The Chopin Recordings,Sergey Rachmaninov,orchestra,,0,0
TRRNBXR128F931C2A7,Deep,Digital Love,Hex,hip hop,uk,0,0
TRRNBJE12903CE6A76,Quiet,Here We Go Again,Demi Lovato,teen pop,,2009,0
TRRNKTX12903D045E3,For a Few Dollars More,Tribute to the Hits of Smokie Vol. 1,Wildlife,eurodance,,0,0
TRRNKKU128EF3435E1,What's My Age Again?,Greatest Hits,Blink-182,power pop,american,1998,0
TRRNLXI128E0785825,Everybody Hurts (Live) (Athens_ GA '92),What's The Frequency_ Kenneth?,R.E.M.,jangle pop,alternative rock,0,0
TRRNLJN128F930B25D,Tambalea,Mala Rodríguez / Lujo Ibérico,Mala Rodriguez,hip hop,españa,2000,0
TRRNYCG128F426103A,Falling,Music From The Motion Picture The Assassination Of Jesse James By The Coward Robert Ford,Nick Cave & Warren Ellis,soundtrack,easy listening soundtracks and musicals,2007,0
TRRNPTO12903CA4095,Outerspace,Look What You Made Me,Yung Berg,gangster rap,,2008,0
TRRNPBG128F93343CD,Pavane_ Op.50,Fauré: Pelléas et Mélisande/Pavane/Fantasie_ etc.,Academy of St. Martin in the Fields Chorus / The Academy of St. Martin in the Fields / Sir Neville Marriner,classical,,0,0
TRRNWDE128F148250F,Sunmachine (Bossi Meets Cyrus And The Joker Club Mix),Sunmachine,Dario G,trance,pop and chart,1998,0
TRRGRPB128F92EC690,Highlander Pt. 1,Holiday,Alaska In Winter,chill-out,,2008,0
TRRGRWK128F423AC34,Legs,The Letter,Artimus Pyle (Lynyrd Skynyrd Alumni),blues-rock,,0,0
TRRGUDF12903CA8191,Ride Me Down Easy,American Idols - Bobby Bare,Bobby Bare,outlaw country,,1997,0
TRRGUNL128F9320CBB,Humoresque_ Op 1,Peace Relax With The Classics Solitude,Dvorak,orchestra,,0,0
TRRGIDR128F92F0A2D,Cheyenne,PACHA - The World's Most Famous Club Sound 2009,Spektre,tech house,,0,0
TRRGISH128F425735E,Einklang (Demo 96),Zerfall,Eisregen,black metal,german,1998,0
TRRGIDH128F1494DEF,The Fling,The Piano: Music From The Motion Picture,Michael Nyman,soundtrack,uk,1993,0
TRRGIBF128F427025E,Miss You Love,Neon Ballroom,Silverchair,post-grunge,post-grunge,1999,0
TRRGIVT128F426E10D,Wake Up Little Susie,1957 - UK - November,Everly Brothers,country rock,american,1957,0
TRRGIJV128F930C330,Marian,First And Last And Always,Sisters Of Mercy,gothic,gothic rock,1984,0
TRRGNEQ128F92F1464,Reptilia,Room On Fire,The Strokes,indie rock,rock and indie,2003,0
TRRGGQZ128F42728DA,Messiah/Chorus: Hallelujah!,Handel: Messiah,The Mormon Tabernacle Choir;The Philadelphia Orchestra;Eugene Ormandy,choral music,,0,0
TRRGGKE12903CAC76F,The Sanction,Bone-A-Fide,T-Bone,ccm,,2005,0
TRRGTKC128F428E8D9,Mandolin Rain,Greatest Radio Hits,Bruce Hornsby and the Range,blues-rock,classic pop and rock,1986,0
TRRGSCV128F42420E0,Tell Him  (LP Version),Get Closer,Linda Ronstadt,country rock,classic pop and rock,1982,0
TRRGFXG12903CE7C08,Long As I Can See The Light,The Singles Collection,Creedence Clearwater Revival,country rock,swamp rock,1970,0
TRRGFQP128F425232F,Keyboard Concerto in D BWV1054: III.  Allegro,Bach: Keyboard Concertos,Andrei Gavrilov/Academy of St Martin-in-the-Fields/Sir Neville Marriner/John Constable,easy listening,,0,0
TRRGONQ128F1475904,Pack Ihn Ein (Lalalala...) (Radio Version),Sie Kommen_ Um Deine Party Zu Retten,Möhre,german pop,,0,0
TRRGHPO128F429253D,Memory,Greatest Hits Vol. 3,Barry Manilow,soft rock,soft rock,1982,0
TRRGHOZ128F9314A38,Mammas_ Don't Let Your Babies Grow Up To Be Cowboys,Greatest Hits,Waylon Jennings & Willie Nelson,outlaw country,,0,0
TRRGMDW128F92E7218,Crazy Love,Walls And Windows,Maura O'connell,progressive bluegrass,folk,2001,0
TRRGMXU12903CF02E8,Hello Again,Music of Neil Diamond,Spectrum,new beat,belgian,0,0
TRRGJNU128F92F42BF,Light My Fire,Light My Fire / Crystal Ship [Digital 45],The Doors,classic rock,hard rock,1967,0
TRRGCQM12903CFD22F,Deep,Deep EP,Atnarko,breakbeat,,0,0
TRRGCVX128F4257CE5,Fields Of Gold,100 Pan Pipe Chillouts,Inishkea,neofolk,,0,0
TRRGDVK128F42ACB3D,Meaningless,Letting Go,Anthony Evans,downtempo,,0,0
TRRGDHC128F428C743,All I Want For Christmas Is You,En ny jul,Magnus Carlsson,german pop,,2002,0
TRRGVPW128F92F7B65,True,Songs About Love,Spandau Ballet,new romantic,uk,1983,0
TRRGVLF128F9320BDD,Marble Halls (Remastered 2009),Shepherd Moons,Enya,celtic,new age,1991,0
TRRGQQR128F932C2C6,"Thieves [12"" Remix]",Box,Ministry,industrial metal,industrial metal,0,0
TRRGQOU12903CF77BC,Live Your Dreams,Live Your Dreams,Antoine Clamaran Feat. Soraya,tribal house,,2010,0
TRRGXJV128F427CC43,Seguire Sin Ti ( If You Leave Me Now) (version Española),Minage,Monica Naranjo,dance pop,,2000,0
TRRGXNB128F42905A8,Activa Vs. Tom Colontonio Remix,Streamline,Lawrence Palmer,hard trance,,0,0
TRRGXJL128F92F2412,Paris,Nuestra Casa A La Izquierda Del Tiempo,La Oreja de Van Gogh,ballad,spanish,2009,0
TRRGXKY128F147D661,Through It,Geoff Moore,Geoff Moore And the Distance,ccm,,0,0
TRRGETS12903D03916,Spanish Harlem,La vie en rose,Ben E. King,brill building pop,classic pop and rock,1960,0
TRRGEOW128F933DC7D,No Sugar,Worldwild,Pterodactyl,indie rock,,2009,0
TRRGEJM128F1480E86,Somewhere I Belong (Live in Texas),Live In Texas,Linkin Park,rap metal,rap rock,2003,0
TRRGBTU128E078B046,Moondance (Album Version),Moondance,Van Morrison,blues-rock,folk,1970,0
TRRGBLN128F4269721,Bluer Than Blue (2001 Digital Remaster),Classic Masters,Michael Johnson,soft rock,,0,0
TRRGKQZ12903CA2D5E,No Se Como Te atreves,No Se Como Te atreves,Los Planetas,rock,los enemigos,0,0
TRRGPSN12903CD5557,Supercafone,Supercafone ('99 Mix),Piotta,pop rap,,1999,0
TRRGPSF128F92D92AA,Mein Herz Brennt,Mutter,Rammstein,industrial metal,german,2001,0
TRRGWGK128F9303FD2,1. Allegro non troppo,Israel Philharmonic - The  Anniversary Season,Israel Philharmonic Orchestra / Zubin Mehta,orchestra,,0,0
TRRZUVR128F42669A5,Shed A Little Light,Greatest Hits Volume 2,James Taylor,folk-pop,production music,0,0
TRRZUWN128F92EE271,Magnet,Stasis E.P,Fulcrum,crust punk,,0,0
TRRZIBH128F4278F43,A Medio Vivir,A Medio Vivir,Ricky Martin,latin,puerto rican,1995,0
TRRZNNT128F4249C2F,Up Where We Belong,At The Movies,Acker Bilk,easy listening,uk,0,0
TRRZGER128F4287614,Stop! In The Name Of Love,Supremes Ladies,Supremes,motown,,0,0
TRRZZYA128F425EDE3,Put A Straw Under Baby (2004 Digital Remaster),Taking Tiger Mountain (By Strategy),Brian Eno,electronic,ambient,1974,0
TRRZZYJ128E078A919,Rotta X Casa Di Dio,Gli Anni,883,europop,italian,1993,0
TRRZZXP128F42AE685,I Belong To You (Il Ritmo Della Passione),I Belong To You (Il Ritmo Della Passione),Eros Ramazzotti & Anastacia,chill-out,,2006,0
TRRZTXC128F92FDA6C,Summer Love,Summer Love,Mark Medlock,dance pop,pop idols,2008,0
TRRZSDS128F149E9EF,Sure Of Love,The Best Of The Chantels,The Chantels,doo-wop,,1958,0
TRRZSAS128F4245E51,Beautiful Sunday,TOP POP OLDIES,Daniel Boone,oldies,,1972,0
TRRZAKJ128F14634A6,Alive,Alive,Sonique,progressive house,uk,2003,0
TRRZFBT128F146548B,Killing Me Softly,Voice,Neal Schon,instrumental rock,,2001,0
TRRZFGZ128F422BB3F,"12. Chorus: ""For unto us a Child is born"" [Messiah - Part 1]",Essential Christmas,Academy of St. Martin in the Fields Chorus / The Academy of St. Martin in the Fields / Sir Neville Marriner,classical,,0,0
